,perimeter,area,major_axis_length,minor_axis_length,circularity,aspect_ratio,stain
0,92.32590180780451,398,24.75015970205479,21.789002311190178,0.5867401659275086,1.1359014675648482,iba1
1,88.49747468305833,273,22.775195683372953,17.030246271887496,0.43803695862205866,1.337338011427872,iba1
2,62.45584412271572,96,15.844867550163743,11.405677440350642,0.3092679617937964,1.3892088070199387,iba1
3,73.59797974644665,326,21.986401049705044,19.25851276351634,0.7563027468369307,1.1416458435646424,iba1
4,66.31980515339464,141,18.364885599743694,11.38603956089083,0.402849188827721,1.6129300712096637,iba1
5,175.36753236814712,549,44.011914948172596,24.212775241737393,0.2243281767155298,1.8177145952400338,iba1
6,65.2842712474619,149,21.371495295099308,10.0381714865349,0.4393180136844158,2.129022733250454,iba1
7,269.7645019878171,1256,65.49998831695484,30.102618030116346,0.2168851923241411,2.1758900920652477,iba1
8,98.5685424949238,359,24.536601137499794,20.12897033004532,0.46433096114736977,1.2189695118619885,iba1
9,67.18376618407356,278,19.458901194120262,18.351436202430484,0.7739732809327027,1.0603475923886057,iba1
10,138.53910524340097,400,32.007921805784704,20.255763171867212,0.26189372844507947,1.5801883905435767,iba1
11,71.14823227814082,273,22.414415456183463,16.632530237501136,0.6777106064559559,1.3476251139256004,iba1
12,72.18376618407356,298,21.79425086112187,17.842310574472876,0.7186990203691861,1.2214926295646409,iba1
13,53.248737341529164,106,15.135544917746637,10.024480921380576,0.4697827882593702,1.5098582197373431,iba1
14,113.32590180780451,310,23.43668690077822,21.121891936508288,0.30332848112222693,1.109592216986439,iba1
15,86.63351365237939,418,28.839156507431355,18.759901950610942,0.6998650212834502,1.5372765051414443,iba1
16,64.73401871576773,104,20.396388950186925,10.979635993514956,0.3118732063360878,1.8576562066569335,iba1
17,55.4558441227157,172,17.048074905364572,13.428827060191574,0.7028192858343334,1.2695133259926996,iba1
18,49.00609665440987,87,16.64054839483043,8.465924771768957,0.4552279219207248,1.9655913374426763,iba1
19,92.35533905932738,174,23.645522899415226,12.076006206481287,0.2563510485671546,1.958058193670395,iba1
20,90.87615433949867,269,23.399763961820046,17.338733988635123,0.40931933804530596,1.349565889710154,iba1
21,115.46803743153546,471,28.472946189929427,22.551306105713046,0.4439225458930897,1.2625852381435334,iba1
22,82.87615433949868,259,25.02527996468894,14.793144870951213,0.4738604331324619,1.6916808550851292,iba1
23,113.46194077712559,212,25.85010138902215,16.783082749567836,0.20694041184615963,1.5402475084434526,iba1
24,38.97056274847714,89,11.671077622323782,10.189620504228666,0.7364215965128662,1.1453888412704198,iba1
25,52.491378028648455,102,16.325599639484334,10.180454572939851,0.46519398147733,1.6036218739071417,iba1
26,73.35533905932738,389,23.454028780188693,21.172053169452774,0.9084394961242181,1.10778244284916,iba1
27,60.2842712474619,146,18.08265973963265,12.543022706556549,0.5048410824729602,1.4416508813446056,iba1
28,95.59797974644667,164,25.196093914403203,12.292747466402902,0.22550505574039317,2.049671481763228,iba1
29,47.7634559672906,66,16.32993161855452,7.814187375169067,0.3635484635321087,2.0897798881104013,iba1
30,121.18986283848346,236,25.551359603365153,17.504336443411518,0.20192462225265137,1.4597159787215166,iba1
31,63.73401871576773,148,16.779586540877606,12.72059854931829,0.45785606589433314,1.3190878146041989,iba1
32,56.87005768508881,144,15.12287070409761,12.99792899697318,0.559506348388262,1.163483098547412,iba1
33,37.21320343559642,96,13.451643798735917,9.303028252536112,0.8711380486092372,1.4459424859930792,iba1
